,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,dew_top_1,dew_top_3,dew_top_None
0,0.6577745079994202,0.06601643562316895,0.4812179207801819,0.9612187929451466,0.672902460902461,0.3141820215985984,0.4996065639786569,0.7517481985143961,0.5505833627927538,0.3781038522720337,0.9612187929451466,0.8015110609647127,0.5755530183747771
1,0.7754964828491211,0.6663980484008789,0.22426022589206696,0.14412996172904968,0.7120780885780885,0.7292612682825448,0.583959595959596,0.4776668644547233,0.5391563170182586,0.4048725664615631,0.7754964828491211,0.573579410507204,0.5537459279061618
2,0.470877468585968,0.24540376663208008,0.07274478673934937,0.031402528285980225,0.39254101454101453,0.2842261101471627,0.22226485109093796,0.35242936586885487,0.2589862364864185,0.6269718706607819,0.470877468585968,0.31640450010902965,0.28539821070276417
3,0.9703369364142418,0.8613568544387817,0.9412934556603432,0.9575252309441566,0.6061572061572061,0.7346273349572823,0.7269906482406483,0.6718884042692973,0.8087720088852446,0.9587244838476181,0.9575252309441566,0.8687685504474032,0.8073648971399441
4,0.5210362076759338,0.17190229892730713,0.047953665256500244,0.15347450971603394,0.6891283238725099,0.4336999860043338,0.5843829853286169,0.5715987203027052,0.39664708713549257,0.9350519627332687,0.5210362076759338,0.24305323256495903,0.38707476259292606
5,0.05857708677649498,0.0025611035525798798,0.026031719520688057,0.0065018911845982075,0.35731340045981985,0.14541174698317552,0.15771604515498577,0.10809687716752922,0.10777623384998393,0.3065865933895111,0.0065018911845982075,0.03844517294570704,0.10453803368874753
6,0.1976277232170105,0.09437882155179977,0.023540906608104706,0.02696673944592476,0.3461739926739926,0.5162213999383287,0.36055649478479174,0.31826399331662486,0.2354662589420722,0.1074109822511673,0.02696673944592476,0.1457098964000349,0.22659317413049812
7,0.9552717357873917,0.8377742022275925,0.9690080005675554,0.7495728433132172,0.6889825752325752,0.7584848947046561,0.7683969867509277,0.7852505169979176,0.8140927194477292,0.9406513422727585,0.9552717357873917,0.8925289045344111,0.818025783639872
8,0.021554823964834213,0.8104668855667114,0.3993363082408905,0.32542943954467773,0.2938313614490085,0.39844050925646224,0.2354116759125736,0.23874197974753095,0.34040162296033616,0.3246278762817383,0.8104668855667114,0.4208221564049487,0.3476838368103814
9,0.011194244958460331,0.0013540417421609163,0.0026637588161975145,0.01572316512465477,0.16406606282187677,0.07513258378372308,0.18261417243356845,0.1081411155525384,0.07011114315414753,0.007137516047805548,0.011194244958460331,0.05863478696530233,0.06896393395329906
10,0.6002593636512756,0.507823646068573,0.895766019821167,0.6937977075576782,0.46033852095616806,0.3260641448766631,0.29556710286408416,0.3131884915175346,0.5116006246641429,0.2935524582862854,0.507823646068573,0.5748066008865633,0.5121025863789841
11,0.00376678048633039,0.004524136893451214,0.009472129866480827,0.008460850454866886,0.0945871579400991,0.08567932891633447,0.059622378072154605,0.11886058397386977,0.04812166832544841,0.007137516047805548,0.008460850454866886,0.036426065370890506,0.04719745188327354
12,0.09656126797199249,0.0056488788686692715,0.09114529937505722,0.06967546045780182,0.414530303030303,0.06975606932749791,0.2875853017042301,0.0988269817760938,0.14171619531395568,0.047391653060913086,0.0056488788686692715,0.05520715932520383,0.1343237158346854
13,0.007339924573898315,0.004708604887127876,0.02591310627758503,0.012575075961649418,0.11372180372180372,0.12625075053808857,0.12248135779154663,0.10772234274168191,0.06508912081167267,0.007137516047805548,0.007339924573898315,0.07977986522029029,0.06578765155781756
