,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,dew_top_1,dew_top_3,dew_top_None
0,0.058015525341033936,0.09148174524307251,0.140505850315094,0.1418513059616089,0.3707289354509855,0.50761745057078,0.47083027927073895,0.4815861876198535,0.28282715997164587,0.047127723693847656,0.058015525341033936,0.09568012542792736,0.26306073154608034
1,0.4914191961288452,0.05418694019317627,0.36200547218322754,0.06051892042160034,0.5396413471564205,0.5241557828762016,0.45997288184096297,0.472367505844391,0.3705335058306032,0.040115416049957275,0.05418694019317627,0.18657312787574287,0.35208140465510385
2,0.06395089626312256,0.07046294212341309,0.02080392837524414,0.0380130410194397,0.4801825492695311,0.5420312460249935,0.4660219836847239,0.41549335443616653,0.2621199926495793,0.0009358525276184082,0.06395089626312256,0.2180233330417478,0.25745134630226274
3,0.5554608702659607,0.6192655563354492,0.7034300565719604,0.4482156038284302,0.5631239633376867,0.5514477941750123,0.5083475154815309,0.5154946258062161,0.5580982482252808,0.4298630356788635,0.6192655563354492,0.6265151017549666,0.5594370416050031
4,0.13342392444610596,0.058135271072387695,0.0908462405204773,0.07123422622680664,0.5691812644233697,0.5568055933035723,0.5079262422843214,0.506973753360288,0.3118158144546661,0.039469361305236816,0.0908462405204773,0.07371764212424203,0.2844588593716715
5,0.05666780471801758,0.0463637113571167,0.03488576412200928,0.04829442501068115,0.49656963135576504,0.5592829369784467,0.4914380254180213,0.5071400785011999,0.28008029718265726,0.0006030797958374023,0.0463637113571167,0.04599136625312639,0.26749074589832844
6,0.6203829944133759,0.4280703067779541,0.652168333530426,0.5356387495994568,0.44614523378345017,0.4750860166649029,0.5046010483292089,0.4744398503384061,0.5170665666796476,0.5047540962696075,0.6203829944133759,0.49928377571356797,0.5176457022552954
7,0.07548236846923828,0.13092297315597534,0.0343899130821228,0.053803205490112305,0.5529309271954677,0.45594357214173864,0.42274811474696483,0.43871027641701377,0.27061641883732923,0.0012168288230895996,0.053803205490112305,0.08615741508929453,0.26231962729523006
8,0.5229319632053375,0.6115185916423798,0.49146902561187744,0.48797380924224854,0.5300128477662516,0.48402743465262965,0.4785820941409472,0.5101850031838078,0.514587596180685,0.45629429817199707,0.6115185916423798,0.5313416062364738,0.5156019783907136
9,0.5309018194675446,0.734889954328537,0.5578250885009766,0.6545791625976562,0.4266659561267938,0.45938861443357604,0.35990971886161716,0.43429767081368476,0.5198072481412983,0.5669050216674805,0.5309018194675446,0.635585469791744,0.5238569349957773
10,0.34477394819259644,0.5977862775325775,0.4833166003227234,0.7719922363758087,0.49438243186896536,0.6562448490962474,0.6102889604182797,0.559138652310343,0.5647404945146927,0.7947617024183273,0.7719922363758087,0.5416895339726233,0.5620534707594202
11,0.559349775314331,0.31934916973114014,0.6208616197109222,0.4090169072151184,0.47288364351214995,0.49798605650567174,0.4893236760378572,0.4167547021246595,0.47319069376898126,0.45272380113601685,0.6208616197109222,0.5530435815368051,0.49125461038255935
12,0.6371233761310577,0.1413838267326355,0.2099362015724182,0.24281370639801025,0.5599341835224261,0.5173390487057101,0.49545317895499563,0.5041721793766879,0.41351946267424267,0.3636798858642578,0.1413838267326355,0.26073548987075335,0.37590810156561183
13,0.563755601644516,0.6188317835330963,0.7859975546598434,0.8153251558542252,0.6264126009342801,0.6341718091036881,0.612040560689348,0.5940055017854817,0.6563175710255598,0.8148294985294342,0.563755601644516,0.6571299979732914,0.6544516323052246
14,0.5609670281410217,0.4234778881072998,0.5124412477016449,0.6459923982620239,0.4929383721268923,0.42971384047348826,0.5466448599878007,0.49237386474366485,0.5130686874429795,0.3734930753707886,0.4234778881072998,0.5237180963264905,0.5135945089514768
15,0.5715720057487488,0.5783670842647552,0.7248743772506714,0.49393075704574585,0.5482285266803786,0.5217275862150007,0.5169677297012534,0.5141503254923031,0.5587272990498571,0.46011292934417725,0.5783670842647552,0.5992998582846427,0.5621274921183659
16,0.9659018144011497,0.9779212158173323,0.7894153743982315,0.9594040289521217,0.7097260588711811,0.7093326825976003,0.6612195470794513,0.7030452490235122,0.8094957463925725,0.997386961011216,0.9594040289521217,0.8860059388695599,0.8216422796569025
17,0.8531127870082855,0.7664822936058044,0.5852912962436676,0.8508129417896271,0.6597979112634724,0.6102824920009873,0.5778872853867935,0.5834172823031576,0.6858855362002244,0.9668733812868595,0.8531127870082855,0.7611971511179295,0.7003466382014429
18,0.45014065504074097,0.10591477155685425,0.07553410530090332,0.0826675295829773,0.4758923311703931,0.43727962647641594,0.41831629590623076,0.4176052759255374,0.3079188238700066,0.00986778736114502,0.10591477155685425,0.20452242764641504,0.2961006632775285
19,0.0904276967048645,0.4388217329978943,0.3024688959121704,0.4635644555091858,0.2897817139310024,0.42465465960991466,0.416109948659275,0.5093802592350364,0.36690117031991787,0.45113134384155273,0.4635644555091858,0.33118428329687966,0.36420399064289655
20,0.47360461950302124,0.4561973214149475,0.5810696482658386,0.4047170877456665,0.4825886834724995,0.453287983393179,0.4779912077027828,0.4861453444487982,0.4769502369933417,0.26951950788497925,0.47360461950302124,0.4457469998389261,0.47514519659330867
21,0.47859853506088257,0.5222035050392151,0.5490185916423798,0.3870757222175598,0.37023930919857884,0.36314830639195417,0.35238966288655615,0.3937275382369445,0.42705014633425886,0.47070157527923584,0.47859853506088257,0.5160134366348093,0.4310415904705709
22,0.655011773109436,0.6693848669528961,0.5735901594161987,0.6438572108745575,0.48291275970081937,0.5025311151790126,0.5363576238800887,0.5437476456461772,0.5759241443448982,0.7656813412904739,0.655011773109436,0.572172096909023,0.5801644041096392
23,0.6052314341068268,0.6592870354652405,0.7546401470899582,0.589847058057785,0.5430017080497918,0.5398967459802273,0.5421583065004466,0.5461970539178127,0.5975324361460111,0.5759791135787964,0.589847058057785,0.6283821756256798,0.5983505017368854
24,0.7931231558322906,0.7086262702941895,0.6885040998458862,0.6151098608970642,0.5742580502672969,0.5737768722237544,0.5888526635082799,0.5609353060222191,0.6378982848613726,0.7735777795314789,0.6151098608970642,0.6210951948309977,0.6323649703113591
25,0.42623764276504517,0.5305502414703369,0.4700648784637451,0.5612298250198364,0.44014309473083957,0.48861244254057656,0.44321703904483045,0.43555886606388183,0.47445175376238646,0.393868625164032,0.5612298250198364,0.4764036899367763,0.475764441018131
26,0.6425470411777496,0.7173611521720886,0.5815404951572418,0.5335687100887299,0.5625547039269964,0.5511509099782854,0.5057286171153346,0.5130334846372853,0.5759356392817139,0.6956600248813629,0.5335687100887299,0.5429328659861492,0.5712405854447837
27,0.7073118686676025,0.5875182747840881,0.37623679637908936,0.5808926522731781,0.5816327685872524,0.478074403937816,0.37913384675148076,0.5436826465484655,0.5293104072411217,0.752374991774559,0.5808926522731781,0.6247361302499703,0.5323365228250223
28,0.37675678730010986,0.6833345592021942,0.42402100563049316,0.5610434114933014,0.4755265301498688,0.48338985952615776,0.49285394079752787,0.49212823659644434,0.4986317913370122,0.5619009137153625,0.37675678730010986,0.4540301860258822,0.49802391372573707
29,0.6387688517570496,0.614100843667984,0.6001360714435577,0.5440670549869537,0.5700247887158615,0.5314277268209292,0.5164634746417422,0.49640008102469435,0.5639236116323465,0.6787780821323395,0.6001360714435577,0.5864989078921754,0.5718126620632166
30,0.39927905797958374,0.4676560163497925,0.5624106824398041,0.5265324711799622,0.5265497258461764,0.45306724740445037,0.47687167127545305,0.48508510694894913,0.4871814974280214,0.6077378690242767,0.39927905797958374,0.4641442623788805,0.48614976273918387
31,0.46177637577056885,0.382765531539917,0.4833270311355591,0.38114720582962036,0.40109629009756276,0.43038619122198096,0.4844725690492723,0.432666542523647,0.43220471714601605,0.312538743019104,0.382765531539917,0.41391988829476567,0.42874280046897806
32,0.46713823080062866,0.5445460975170135,0.569004625082016,0.4643089175224304,0.4855533376639233,0.4847122798557305,0.4677342409425811,0.494049517625784,0.4971309058762634,0.4281544089317322,0.46713823080062866,0.5004964041463147,0.4979549238065174
33,0.46007758378982544,0.362504780292511,0.703930139541626,0.5221266448497772,0.4969679541641049,0.5536554520955845,0.5068705122911346,0.5110214286825885,0.514644311963394,0.47727108001708984,0.703930139541626,0.562997386553886,0.5168832661958487
34,0.02767270803451538,0.017842531204223633,0.02043861150741577,0.010073423385620117,0.4121373015684483,0.4069442899881518,0.4126306588093257,0.35864532204990207,0.20829810581845032,0.002157449722290039,0.02043861150741577,0.016501599652247734,0.19688575925756457
35,0.30824583768844604,0.16283529996871948,0.2608020305633545,0.1689668893814087,0.5046976720613383,0.5609315542325715,0.537632666670466,0.46299928572225424,0.3708889045360698,0.3647910952568054,0.1689668893814087,0.19748471584758676,0.3615768593645321
36,0.01805669069290161,0.015037298202514648,0.04829496145248413,0.020387470722198486,0.24487285692800276,0.3104755324940328,0.35149139516674055,0.3567922522451339,0.17067605723800106,0.0015682578086853027,0.015037298202514648,0.027120742093408978,0.15538479610088518
37,0.008599638938903809,0.01574462652206421,0.029744386672973633,0.016362488269805908,0.2386040965646291,0.22919385081194965,0.2006539817379921,0.25073081499836203,0.1237042355645851,0.0032425522804260254,0.008599638938903809,0.01802645223606092,0.11317442338642536
38,0.01519632339477539,0.060992538928985596,0.011240482330322266,0.22006332874298096,0.2370964112156867,0.3695441861926322,0.25418640317096886,0.31135629848807733,0.18495949655805366,0.017586588859558105,0.01519632339477539,0.029095453684554684,0.16992309584403187
39,0.2269994616508484,0.15618634223937988,0.04992407560348511,0.22553777694702148,0.4134412828888776,0.4289170295553215,0.4498119435478275,0.44163643309171396,0.29905679319055944,0.045893728733062744,0.2269994616508484,0.14450381175417704,0.2867961899474949
40,0.026951074600219727,0.08663678169250488,0.07117146253585815,0.09819751977920532,0.26052348399422887,0.4073731781189144,0.3618961464859768,0.3913760015806903,0.21301570609844978,0.030276596546173096,0.07117146253585815,0.061264080779587005,0.2035111622520266
41,0.01662600040435791,0.00932544469833374,0.03695446252822876,0.016519904136657715,0.2897444566466647,0.23814573693270502,0.27643841805824165,0.34757037724087747,0.15391560008075833,0.006383419036865234,0.00932544469833374,0.020403791474247868,0.13612514762898065
42,0.0824630856513977,0.048283278942108154,0.05494499206542969,0.09238255023956299,0.259131169727317,0.2968262098610712,0.2677378986353254,0.42233423612234855,0.19051292765557004,0.01753103733062744,0.05494499206542969,0.0642547749571385,0.17309506924500329
43,0.04785281419754028,0.013423442840576172,0.028426766395568848,0.01854085922241211,0.26617777888003924,0.2348944242868608,0.24607068666669463,0.36120168750771864,0.15207355749967633,0.013362765312194824,0.013423442840576172,0.027019323840058007,0.13720715424513108
44,0.5791282951831818,0.016109049320220947,0.0204315185546875,0.0519295334815979,0.3707747340208326,0.288587262687208,0.3008296163325822,0.3920471274156747,0.25247964212449814,0.020309805870056152,0.016109049320220947,0.22164006070206543,0.24853514314770475
45,0.0328100323677063,0.0032891035079956055,0.008547663688659668,0.0033144354820251465,0.23546214852759173,0.2501658679387243,0.24989645732211885,0.3045644344859848,0.13600626791510084,0.0032918453216552734,0.0328100323677063,0.014900412951124764,0.11802212372874976
46,0.03342777490615845,0.00791400671005249,0.08812808990478516,0.05062234401702881,0.31354634087569166,0.2515115166739009,0.3563554379962588,0.4512021998768949,0.19408846387009637,0.0166395902633667,0.00791400671005249,0.028924973358462225,0.17527785395368944
47,0.01627427339553833,0.013958752155303955,0.026158630847930908,0.02616715431213379,0.2419025028888474,0.2517664920329865,0.2427253812878254,0.37444904292476977,0.14917527873066705,0.010908365249633789,0.013958752155303955,0.018788766126007772,0.1310330643952501
48,0.005190253257751465,0.008502066135406494,0.035498082637786865,0.07505965232849121,0.20136456600292674,0.17333349884945548,0.29460400236386486,0.30531049167350277,0.13735782665614815,0.0026750564575195312,0.005190253257751465,0.06088353565368987,0.12125268028282865
49,0.009479999542236328,0.009039342403411865,0.004295527935028076,0.013957440853118896,0.1867000640759997,0.1785919027666958,0.22402384961205013,0.3277675374635822,0.11923195808151532,0.0038926005363464355,0.009479999542236328,0.007624232008263121,0.10303123741994136
