,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,dew_top_1,dew_top_3,dew_top_None
0,0.0036727532278746367,0.002088756300508976,0.002284451387822628,0.013189254328608513,0.21834398109740644,0.21281820103419727,0.21009953328440037,0.21930759304471212,0.11022556546319137,0.02503266930580139,0.0036727532278746367,0.006314518067103252,0.10259169645813053
1,0.025212716311216354,0.010294236242771149,0.06554801017045975,0.028810132294893265,0.23823678303512094,0.2469264320398026,0.37236369443989775,0.24575020381777485,0.15414277604399207,0.208119198679924,0.06554801017045975,0.03385401624450102,0.14374671759746224
2,0.015123986639082432,0.0012440336868166924,0.0005159013671800494,0.007988236844539642,0.27497443195552657,0.17931172829094508,0.2309378756502382,0.23563395339444015,0.11821626847859609,0.18591085076332092,0.015123986639082432,0.08276148249687554,0.11737043730135513
3,0.007060377858579159,0.03572273999452591,0.005339452996850014,0.007862957194447517,0.29067770480994903,0.2759871485935694,0.30893178513440395,0.3339497890593251,0.15819149445520625,0.34108036756515503,0.007060377858579159,0.0067525269128601295,0.1427322827837411
4,0.3209293782711029,0.8259470462799072,0.5242480635643005,0.49370524287223816,0.34908322176401363,0.3704965358446436,0.2820099576223306,0.39654228277871423,0.4453702161246564,0.0422561950981617,0.5242480635643005,0.5566371231781018,0.452015375238075
5,0.31066229939460754,0.19315969944000244,0.06995894759893417,0.49339959025382996,0.3563739712846949,0.4331772821584569,0.3954114641685571,0.4005562976611026,0.3315874439950232,0.7090319395065308,0.19315969944000244,0.25708058065138206,0.328194434015361
6,0.012206683866679668,0.15323176980018616,0.22244463860988617,0.24937742948532104,0.22790000294937468,0.3199450345213488,0.3441040605285457,0.3523934624176091,0.23520038527236892,0.04740569368004799,0.22244463860988617,0.13516903200916958,0.23117168486526646
7,0.2843129336833954,0.09851521998643875,0.06148026883602142,0.04473131522536278,0.31213724201752685,0.34173473978727253,0.27104966636215067,0.3311243272259435,0.21813571414051397,0.09315252304077148,0.2843129336833954,0.14491115775706764,0.21114767045186078
8,0.6418135166168213,0.6215822696685791,0.05907982960343361,0.7606936097145081,0.4290034139785255,0.4038066725290475,0.4108610450529973,0.547282774200641,0.4842653914205691,0.3681228458881378,0.6418135166168213,0.4892891589308196,0.48771962184786466
9,0.189994677901268,0.23619689047336578,0.031803637742996216,0.1280534714460373,0.4652995664467393,0.37111007836769155,0.31695706108202215,0.33647041997072036,0.25948572542885506,0.6720451712608337,0.23619689047336578,0.1852510677016337,0.25464095626823535
