,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,dew_top_1,dew_top_3,dew_top_None
0,0.13174837827682495,0.08424526453018188,0.0842251181602478,0.0749967098236084,0.20098765432098764,0.2138559873296001,0.060988014433546844,0.21068019750233813,0.13271591554716688,0.005414903163909912,0.08424526453018188,0.08115524586449574,0.1318312214350903
1,0.003706634044647217,0.004084527492523193,0.0037232041358947754,0.03967463970184326,0.12363012042423804,0.15814219842332278,0.17580937191463508,0.1427350837138509,0.08143822248136945,0.005414903163909912,0.03967463970184326,0.015961460070400335,0.07993695147750812
2,0.021060824394226074,0.01056140661239624,0.010589182376861572,0.014330744743347168,0.1498957600134071,0.219923888564168,0.15251901697818215,0.12571554410494623,0.08807454597344178,0.005414903163909912,0.014330744743347168,0.01184288315566917,0.08637869164265166
3,0.0010317564010620117,0.0009777545928955078,0.0007787942886352539,0.0013394355773925781,0.001481481481481528,0.0019981857529229874,0.0012178994910181373,0.0028228500410192314,0.001456019703303446,0.005414903163909912,0.0013394355773925781,0.0010500657075169784,0.0014519085293559497
4,0.17583394050598145,0.13054871559143066,0.23994457721710205,0.010917901992797852,0.3659876543209877,0.1566290167692962,0.08532504234816085,0.21568019750233813,0.17260838078101193,0.005414903163909912,0.010917901992797852,0.11813103594475216,0.17091074986940047
5,0.038471341133117676,0.005493819713592529,0.002658069133758545,0.0030022859573364258,0.22299882794081016,0.10366485241958967,0.10230178344332319,0.08072182227403746,0.06991410025194567,0.005414903163909912,0.0030022859573364258,0.015508392802290771,0.0682864961254468
6,0.0010911226272583008,0.0021166205406188965,0.002338409423828125,0.003238856792449951,0.004626652722258595,0.003985458245337803,0.004388369635053624,0.0031873142749921923,0.0031216005327247,0.003911495208740234,0.003238856792449951,0.0025648005287255415,0.0031185967587621377
7,0.01067960262298584,0.006462037563323975,0.010911405086517334,0.0022660493850708008,0.006020955570834263,0.02144604383092341,0.0038941070811007172,0.01613468269604479,0.009726860479600141,0.0033298134803771973,0.0022660493850708008,0.006544413354866663,0.009722480443065562
8,0.001630246639251709,0.001548171043395996,0.0006591677665710449,0.0017769932746887207,0.07117975324301629,0.05872040797514533,0.048880237153355655,0.03360062781879691,0.027249450614277748,0.005414903163909912,0.001630246639251709,0.0013571982651381376,0.026053491083879665
9,0.0013818740844726562,0.0013788938522338867,0.0024126768112182617,0.001777350902557373,0.004814814814814827,0.023536647291384605,0.02532504234816091,0.02250026939585792,0.010390946187587513,0.005414903163909912,0.0024126768112182617,0.0018580002876298352,0.010276357436110883
