,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Estim(<class 'new_base.ClassifierWithImputation'>)_Imputer(Identity),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>
9,0.5365736484527588,0.5041244029998779,0.49387505650520325,0.4379970133304596,0.47835080243913025,0.49432567465460486,0.5648470806884783,0.46736832340258433,0.5243560075759888,0.5002020011165651,0.5718558430671692
11,0.3633587658405304,0.5469570159912109,0.44621148705482483,0.40568411350250244,0.4382783465354942,0.45438035838481494,0.4875284673427009,0.43180960267599927,0.4924420118331909,0.4518500187956965,0.38510096073150635
16,0.1522281914949417,0.04407523199915886,0.025746477767825127,0.02301529049873352,0.44518744431734286,0.4342979004073881,0.45065199992159655,0.3303820688343547,0.04610307514667511,0.21685418670977963,0.058866050094366074
19,0.45674625039100647,0.15147635340690613,0.41690346598625183,0.4548673927783966,0.45337537614080037,0.45344070266845704,0.46797399391503247,0.42447534639590273,0.49109166860580444,0.41892783892095087,0.3184591829776764
22,0.03493357449769974,0.1465008705854416,0.07457278668880463,0.13558797538280487,0.3913596259289322,0.45974115516462694,0.40988582203028623,0.34920028499171535,0.08574289083480835,0.23194722067834667,0.19099222123622894
26,0.3978351056575775,0.3342077136039734,0.28268668055534363,0.26316219568252563,0.4461037835303195,0.374685010860499,0.39768144641013853,0.422321172660273,0.45681488513946533,0.37505533267779056,0.3206552267074585
40,0.5096574425697327,0.31066420674324036,0.5195375084877014,0.3904946446418762,0.4592745916755977,0.4154174069497536,0.45061265783482896,0.42361182210358195,0.509136438369751,0.4431563021528959,0.2182491272687912
43,0.2875737249851227,0.47901496291160583,0.38737422227859497,0.3295300304889679,0.3828682972732325,0.4564605616875113,0.507900332213489,0.4193152830356426,0.45235276222229004,0.4113766863440508,0.44069021940231323
49,0.1982503980398178,0.6829059720039368,0.21061332523822784,0.2366195023059845,0.49398026417836777,0.5315951834828502,0.5537688241888961,0.4549560281273073,0.321352481842041,0.4093379977119366,0.36030933260917664
51,0.43725764751434326,0.2266325056552887,0.4446486532688141,0.4420643746852875,0.47160617777326425,0.4060981781162357,0.32969165739995604,0.40209361283515266,0.4574107229709625,0.40194483669103387,0.7807658910751343
53,0.33255624771118164,0.4057835042476654,0.33095642924308777,0.4932699501514435,0.4848286647734731,0.4674195085759537,0.48494498780248096,0.44650821290239534,0.42734387516975403,0.43040126450860394,0.5117799043655396
55,0.36218902468681335,0.1004076823592186,0.10300323367118835,0.29359495639801025,0.4978122468589739,0.44801354246335995,0.5451683738011937,0.39396924565747377,0.17639939486980438,0.32450641119622625,0.20061762630939484
56,0.5795634388923645,0.4829104244709015,0.5360794067382812,0.6322066187858582,0.5045106314336052,0.478410053325503,0.5590892932555588,0.4623579225884403,0.5465202927589417,0.5312942313610505,0.6565178632736206
57,0.5383085608482361,0.5595273971557617,0.5925338268280029,0.4199867248535156,0.48884472024195824,0.494776710221376,0.4401859051120917,0.4962294107324449,0.5243111252784729,0.5060782645857622,0.6518912315368652
64,0.42359215021133423,0.3636043667793274,0.3935307264328003,0.45328468084335327,0.41958063749406754,0.43104185447933396,0.4772575762545213,0.4443256522923096,0.42690974473953247,0.42590304328073114,0.24678409099578857
68,0.15232369303703308,0.19974735379219055,0.1333787888288498,0.11268799751996994,0.45061441461051294,0.5377489669690952,0.5064304744508794,0.359606000270936,0.13691464066505432,0.28771692557161344,0.10190887749195099
71,0.8742890954017639,0.9286158084869385,0.8398396372795105,0.8932522535324097,0.6698085055915345,0.6923716370009507,0.5783054641168084,0.6448468223894769,0.7898058295249939,0.7679038948138208,0.9850904941558838
73,0.645613431930542,0.5501744151115417,0.8478606939315796,0.7963878512382507,0.612594774060197,0.5594020985702766,0.4919258291305409,0.6005896482940802,0.7740229964256287,0.6531746376325153,0.8781836032867432
76,0.11103273928165436,0.2972305417060852,0.3398849070072174,0.21537761390209198,0.4868737697746123,0.4708188540256423,0.4423301849657983,0.3902004057485234,0.3180505037307739,0.3413110577935999,0.3822999596595764
77,0.5327818989753723,0.653400182723999,0.5219778418540955,0.4054056704044342,0.5184944193963587,0.5352490745551478,0.5107733699457695,0.4508254603089075,0.5821377038955688,0.5234495135621837,0.35462161898612976
79,0.39240762591362,0.361868679523468,0.27629369497299194,0.33815205097198486,0.39997477429629447,0.3660797725356377,0.35565849158558505,0.41381060194542785,0.39974984526634216,0.3671106152234836,0.2514292299747467
81,0.5648313164710999,0.4806378483772278,0.5700710415840149,0.4586830735206604,0.43688117476929306,0.4421541462409164,0.5058085065537844,0.4551366314516865,0.5752845406532288,0.49883203106910134,0.6193382143974304
