,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Estim(<class 'new_base.ClassifierWithImputation'>)_Imputer(Identity),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>
9,0.37116748094558716,0.02882293052971363,0.12347588688135147,0.05431048572063446,0.46762969315052005,0.4856982827780233,0.41445998377514703,0.4021230697663931,0.16114507615566254,0.27875920996700365,0.01491259690374136
11,0.5052553415298462,0.5119993090629578,0.5152994990348816,0.41169553995132446,0.4955516506703795,0.4775564475242827,0.5424338218123097,0.43437887550756754,0.5189478993415833,0.4903464871594593,0.6615626811981201
16,0.42559799551963806,0.7419034838676453,0.5620198845863342,0.5066286325454712,0.4630648813642365,0.5330814163454913,0.5205351215985573,0.42209390071038283,0.521243155002594,0.5217964968378167,0.5964887738227844
19,0.5824334621429443,0.651166558265686,0.6886279582977295,0.4265044927597046,0.5378499806016277,0.5384596735069817,0.5787448603526785,0.4495165280429405,0.7380674481391907,0.5768189957899428,0.6576600670814514
22,0.44542816281318665,0.5005795955657959,0.6571152210235596,0.394175261259079,0.4370633706464413,0.5184177195089331,0.5510164395619568,0.45630052396572884,0.6865925788879395,0.5162987636925134,0.4742480218410492
26,0.6354735493659973,0.41874587535858154,0.5360522866249084,0.4348805844783783,0.5311654030581923,0.5522830746703232,0.5777141392646982,0.47608566362711385,0.5769244432449341,0.5265916688547919,0.4949306845664978
40,0.44558092951774597,0.0437653623521328,0.031181590631604195,0.04148981720209122,0.43403450352043194,0.43816336002048417,0.40381174544952103,0.38237076996882907,0.08440480381250381,0.2560892091639271,0.03149792551994324
43,0.4877665340900421,0.3261878192424774,0.04655502364039421,0.04012046381831169,0.5065093763509969,0.4334685769119404,0.4058198746186688,0.36723870869927205,0.1396310031414032,0.3059219311681674,0.050305042415857315
49,0.37687185406684875,0.15665055811405182,0.30703598260879517,0.21768757700920105,0.5290021911407358,0.560433680782025,0.5431427384514886,0.45497387219000696,0.26220250129699707,0.3786667728511278,0.14133144915103912
51,0.43544238805770874,0.4379681944847107,0.42308348417282104,0.43939852714538574,0.4099379673764772,0.4046344593946115,0.42955074442985874,0.45174881937801203,0.44504958391189575,0.4307571298168313,0.47462862730026245
53,0.3461076021194458,0.6055930256843567,0.5874307155609131,0.45125770568847656,0.4370633706464413,0.46529027799997186,0.5017124520579749,0.42450752946965553,0.5507277250289917,0.4855211560284697,0.3641875982284546
55,0.3498510420322418,0.0431603379547596,0.1546994298696518,0.19787734746932983,0.5053720115126364,0.5865017092419066,0.5874379848993199,0.4249760683703282,0.13483846187591553,0.33163493258067667,0.04560806229710579
56,0.6397754549980164,0.5569629073143005,0.5473425388336182,0.5690099596977234,0.49009573872297635,0.5570176501773169,0.5850910007658779,0.47343596265471777,0.6780157089233398,0.5663052135653208,0.5106663703918457
57,0.46606650948524475,0.5598676800727844,0.6334376335144043,0.4273240566253662,0.49245047781595197,0.5778077251358922,0.5958262130019513,0.4628250966921664,0.5600556135177612,0.5306290006512804,0.4776139557361603
64,0.301952600479126,0.40840184688568115,0.4256470203399658,0.446197509765625,0.40412834275600373,0.41335564289935617,0.43299894073509987,0.4283445901753213,0.5241381525993347,0.4205738496261682,0.5730202794075012
68,0.5481747984886169,0.5178025960922241,0.3791704475879669,0.368371844291687,0.5057695287740097,0.5370485309076013,0.457916126414187,0.4646913037946793,0.42678797245025635,0.4673036832001366,0.38861867785453796
71,0.6695038080215454,0.4589662551879883,0.7298286557197571,0.6636648178100586,0.5900910925865905,0.5707526179368074,0.5817850998584965,0.5273662615525425,0.7964182496070862,0.620930762031208,0.724492073059082
73,0.5139849781990051,0.44977042078971863,0.5867495536804199,0.5266425013542175,0.44052304019374183,0.4555959211048974,0.4383473555475588,0.4485771995659031,0.6108410358428955,0.4967813340309287,0.450473815202713
76,0.38017603754997253,0.16213637590408325,0.1506144255399704,0.12229335308074951,0.4584808479601547,0.4635897661928633,0.41167935001680483,0.3797463448834483,0.15204322338104248,0.297862191612121,0.09479919821023941
77,0.4012469947338104,0.39489230513572693,0.3310713469982147,0.40953752398490906,0.3896255538416527,0.4369600238880112,0.4228205527751235,0.4212546507972408,0.34090423583984375,0.39425702088828146,0.13769184052944183
79,0.43497222661972046,0.6782884001731873,0.4819546043872833,0.47199374437332153,0.4348473411934042,0.43860291473822294,0.4247588434293537,0.44219358721090707,0.5567175149917603,0.48492546412412896,0.5251145958900452
81,0.4193703532218933,0.45411407947540283,0.42285796999931335,0.43213939666748047,0.4117241746124676,0.40667815286666764,0.42869001113178407,0.42157765431580074,0.44090673327445984,0.42645094728502997,0.4837685227394104
82,0.43544238805770874,0.40892869234085083,0.4226694405078888,0.4295942485332489,0.4099379673764772,0.4075829212621314,0.42955074442985874,0.4276784947731839,0.44504958391189575,0.4240482756881383,0.5620589852333069
86,0.5017743706703186,0.7532428503036499,0.4504956901073456,0.4427694082260132,0.5041886352233954,0.5188851634574324,0.4630555252279583,0.4411953000714295,0.4152747392654419,0.4989868536169983,0.4598453938961029
88,0.5104552507400513,0.4187425673007965,0.4897780120372772,0.5544309020042419,0.49454370433200995,0.5507582404968353,0.5732506286354794,0.4799932016337693,0.6027272343635559,0.5194088601715574,0.1669972538948059
90,0.6258113384246826,0.38356977701187134,0.6609451770782471,0.5295238494873047,0.5115676270160319,0.5513201934419637,0.5948256100405189,0.522909520660756,0.6189919710159302,0.5554961182419229,0.6892793774604797
93,0.4386305809020996,0.4190862774848938,0.5590821504592896,0.5274966955184937,0.4364139746325041,0.4471235719750202,0.4919357559396286,0.4851579879629262,0.5948209166526794,0.48886087905861497,0.5419672131538391
102,0.6712301969528198,0.5929033160209656,0.7050912380218506,0.5349624156951904,0.4922840596919418,0.5297225382537979,0.5999690966746405,0.5082186640942694,0.7824521064758301,0.6018704035423673,0.7058380246162415
115,0.4564927816390991,0.5489321947097778,0.5679380297660828,0.54197758436203,0.4450581524039028,0.4678978986293054,0.4611101786159938,0.4673099984941625,0.7251114249229431,0.5202031381714775,0.7975444197654724
121,0.6248210668563843,0.6370974183082581,0.5968394875526428,0.628058135509491,0.5657536417118186,0.5875664187876805,0.6096150877415735,0.5607155208663549,0.7474323511123657,0.6175443476051743,0.6108312606811523
124,0.45599058270454407,0.3544565737247467,0.31471118330955505,0.43924182653427124,0.46246766972570896,0.43367849344846954,0.4688508822422197,0.44489851157210936,0.38582536578178406,0.41779123211593433,0.3689538240432739
127,0.4051111042499542,0.44383370876312256,0.4525658190250397,0.3906323313713074,0.4099379673764772,0.40702867352632216,0.4330306882824063,0.4307194021303261,0.465702623128891,0.42650692420598296,0.4770689010620117
128,0.43360579013824463,0.5025040507316589,0.4468839168548584,0.37345603108406067,0.43053674637839306,0.47645614631552585,0.4165391471300084,0.440513624603187,0.553428053855896,0.45265816745464804,0.5392435789108276
129,0.3755817413330078,0.48127710819244385,0.39743244647979736,0.47734808921813965,0.4190175111735925,0.5194483075034645,0.43097679837501807,0.461521712073386,0.4199942946434021,0.44251088988802795,0.3940402567386627
152,0.13287292420864105,0.2549571394920349,0.14735935628414154,0.05707354098558426,0.33016287598530675,0.4139279600903027,0.3960075185040317,0.3699770531671544,0.14163604378700256,0.24933049027824442,0.04444533959031105
155,0.6031327843666077,0.4933183491230011,0.6549369692802429,0.6060823798179626,0.48986736658649216,0.5506393538392339,0.5665432870789534,0.4649494407852458,0.6273367404937744,0.5618674079301682,0.45892760157585144
160,0.06223394349217415,0.04912116751074791,0.2570006549358368,0.016059068962931633,0.2884540741378556,0.2117366177925739,0.3267889160754337,0.2757607999818658,0.1686156541109085,0.18397454411114755,0.13359415531158447
167,0.4421796500682831,0.03206061199307442,0.06033673882484436,0.053795963525772095,0.4289228059099052,0.18587964187030726,0.31105945107653793,0.44415468739685543,0.31925857067108154,0.25307201348185127,0.03250480815768242
174,0.3280404210090637,0.05691554397344589,0.05994567647576332,0.13468220829963684,0.3786731864477823,0.2071958849892818,0.2791351943972925,0.440797988993152,0.22002695500850677,0.233934784399325,0.07834047824144363
179,0.712590217590332,0.7557744383811951,0.0889044776558876,0.4315834045410156,0.559826161277264,0.4890491110116787,0.5230739901686505,0.46894045182602395,0.34287184476852417,0.48584601080228573,0.4311050772666931
181,0.5563783645629883,0.20565246045589447,0.6166026592254639,0.369165301322937,0.49665551355433407,0.42039438599825424,0.43038181245415935,0.4875296395426855,0.42009130120277405,0.44476127092438783,0.4690041244029999
199,0.19155007600784302,0.10716521739959717,0.24698686599731445,0.19619911909103394,0.3776175675783081,0.3229411180285159,0.3309708310219094,0.4846490626443447,0.3479728698730469,0.28956141418243486,0.05217677354812622
202,0.25086671113967896,0.48959749937057495,0.32905834913253784,0.05191636085510254,0.5267532981651384,0.5152936665180933,0.542497253229536,0.47047339234369234,0.5585153996944427,0.41499688116097744,0.15095371007919312
