,Estim(XGBRegressor)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBRegressor)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBRegressor)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBRegressor)_Imputer(KNNImputer),Estim(RandomForestRegressor)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestRegressor)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestRegressor)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestRegressor)_Imputer(KNNImputer),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingRegressor'>,dew_top_1,dew_top_3,dew_top_None
0,3.213491439819336,3.954413414001465,1.32843017578125,3.4904117584228516,2.2393899228840723,4.542133663828386,5.001598734595252,3.6126934925790284,3.4228203252389555,7.935306549072266,1.32843017578125,3.5316672038114643,3.5220790874523544
1,8.054712057113647,4.449817657470703,7.816448211669922,8.256702423095703,2.731263656331972,3.1363265299781604,4.6089110198275955,5.808431384265512,5.6078266174691525,9.236403226852417,3.1363265299781604,4.662968251939073,4.970032543119271
2,3.308527946472168,0.00967264175415039,4.220122337341309,0.916745662689209,5.364368743150649,4.288409296833576,3.680215048606936,3.99201051749875,3.220090863854807,4.318175315856934,4.220122337341309,4.285230083529569,3.5687719561842943
3,8.691788673400879,9.125922203063965,7.028034210205078,6.647310256958008,7.216400084005176,8.018956186877864,7.153530411322185,6.685070361685357,7.570876548439813,5.101008415222168,7.216400084005176,7.3325514953449265,7.475266019216068
4,1.883101463317871,1.8788518905639648,1.0168838500976562,0.2317047119140625,2.6331673604139088,3.6337981886341897,3.6485358487594954,2.3514580219664722,2.101761488979937,0.2871274948120117,0.2317047119140625,1.4143539459801566,1.6748967913013324
5,2.037229537963867,0.5701217651367188,2.2059288024902344,1.2792491912841797,0.033333154708145685,1.0397079810247813,0.05850839113076489,0.01870830782792332,0.6224610097299035,0.4072914123535156,1.2792491912841797,0.3824981405935297,0.5004158910165426
6,4.034079551696777,5.1362810134887695,5.327777862548828,3.480161666870117,5.240286381555682,6.410639597472127,5.447484428838711,4.334739667029716,4.926431271187592,2.1726503372192383,6.410639597472127,5.834166357057857,5.593231490684392
7,2.8613853454589844,3.5287904739379883,0.5488262176513672,2.747809410095215,2.2902705669650647,3.849543929955642,3.862450910167178,3.244977494404015,2.014203902801844,3.842437744140625,3.862450910167178,3.0338089358795255,2.773174944772446
8,3.7582874298095703,4.5274248123168945,3.2953004837036133,1.4616546630859375,4.396377320289769,3.523755348020398,3.505335800678216,3.241557802638777,3.463711707567896,4.473285675048828,3.241557802638777,2.932648047420006,3.274106164916489
9,0.7291412353515625,2.9292526245117188,2.009794235229492,3.942774772644043,4.529548792096081,4.269309237167231,1.8441249970004172,3.543548414884347,2.9746867886106116,4.017477035522461,4.529548792096081,3.7010191517625834,3.1050126584445117
10,0.9321622848510742,0.34482669830322266,1.7711544036865234,1.5847234725952148,0.30951825244923015,0.5110128045796571,0.8345061510417047,0.6099205463501658,0.465601267831218,1.8200664520263672,0.6099205463501658,0.6084215169532037,0.6759040731047747
11,1.848836898803711,1.5172309875488281,0.6081752777099609,4.124776363372803,1.063472322248856,2.0229989885153987,0.4130492807038415,0.2545153492609167,0.2670775216270407,2.1944141387939453,2.0229989885153987,1.5601482329211898,0.8314269657503282
12,3.133856773376465,2.3940372467041016,5.29516077041626,2.836275100708008,2.527449315282249,0.1136299528606397,1.1764183206576782,2.0382485961717762,2.4393845095221476,0.012318611145019531,2.3940372467041016,1.2514703709063362,2.357916363268167
13,0.1461782455444336,2.8771753311157227,0.16221141815185547,0.593684196472168,1.3130921982483095,1.2401766532762668,2.0770794601930085,2.0491799129437887,1.270802615607085,1.196197509765625,2.0491799129437887,1.67582808862932,1.29511807608354
14,4.845231056213379,0.6142845153808594,0.30085277557373047,2.2816162109375,2.961568723525323,2.474652828497044,1.1942762884798395,1.694156397046127,1.9706166555632922,4.997779846191406,0.6142845153808594,1.842941449876644,2.131038077291448
15,1.3155698776245117,0.5377283096313477,0.5580415725708008,1.7520275115966797,0.19390577053362712,0.07526048040305788,0.7222904030060118,0.004286505932139306,0.1330878144649006,0.43388938903808594,0.004286505932139306,0.23050538255806252,0.23124062184778182
