,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,dew_top_1,dew_top_3,dew_top_None
0,0.5062325596809387,0.08714252710342407,0.716544896364212,0.3100566267967224,0.5844956956188506,0.7147371295718234,0.49268090811338094,0.5092334536378653,0.49014047461090215,0.7805712670087814,0.08714252710342407,0.4298820085969396,0.48571320307067833
1,0.8604860305786133,0.512050986289978,0.46253424882888794,0.9273774027824402,0.5590765350450172,0.7392962294704022,0.6889709801799211,0.7321058580815173,0.6852372839070971,0.9920795559883118,0.8604860305786133,0.7859573048928349,0.689436998715492
2,0.32832568883895874,0.07912564277648926,0.06133478879928589,0.41602402925491333,0.5241781037903328,0.2278807965990053,0.1649857724633056,0.40240505731798304,0.27553248498003424,0.05177873373031616,0.06133478879928589,0.21442875409490503,0.2547997239140398
3,0.7226569652557373,0.7962371408939362,0.43042922019958496,0.7952762544155121,0.6792665914253606,0.6790710661185158,0.5412428277597279,0.7800947587674818,0.678034353104482,0.5683430135250092,0.7226569652557373,0.7325795751307269,0.6983519321029247
4,0.9476634487509727,0.972973994910717,0.8480370938777924,0.9735543169081211,0.8625827392964054,0.7955592279254423,0.7599866505034079,0.9229441787356136,0.8854127063635591,0.9886305602267385,0.9476634487509727,0.94833578671318,0.8883489259962243
5,0.015442188829183578,0.04376080259680748,0.024740327149629593,0.05504777655005455,0.15068628692587546,0.1464037866735979,0.11613341414248854,0.21045912542144962,0.09533421353613585,0.007842286489903927,0.04376080259680748,0.07132625677587617,0.09275418173057293
6,0.06730593740940094,0.0041519394144415855,0.08716171979904175,0.08070462942123413,0.2777742142905292,0.16934455251464214,0.3369147209312854,0.17701002973371785,0.15004596793928662,0.003932484891265631,0.08716171979904175,0.05783378271543216,0.14671485614082885
7,0.9897539177909493,0.9894558610394597,0.9822936151176691,0.6944978535175323,0.8517813532643255,0.7117905047118661,0.6572144027886158,0.7188611996795109,0.8244560884887411,0.9799556266516447,0.9894558610394597,0.9023934292113769,0.8323600632901533
8,0.03291591629385948,0.18952929973602295,0.060660820454359055,0.8024946451187134,0.2997168331352542,0.3324062719458966,0.2177703603585956,0.5685259018759019,0.3130025061148254,0.10036107897758484,0.03291591629385948,0.1714969237945485,0.30912447225376444
9,0.015442188829183578,0.04011227563023567,0.018020207062363625,0.03122522495687008,0.10185720661339856,0.1697061603097601,0.21185624686532128,0.17227974285337538,0.09506240664006353,0.03873326629400253,0.018020207062363625,0.021554836344476136,0.09274518600125527
10,0.09127970784902573,0.0819040983915329,0.014643103815615177,0.12205684930086136,0.2075935589574183,0.19486571754119708,0.1580243753387803,0.2004364724759199,0.13385048545879386,0.14118680357933044,0.0819040983915329,0.06278085243854536,0.13114445940513703
11,0.17334601283073425,0.019702138379216194,0.11844906210899353,0.17372141778469086,0.14955941351658855,0.1269603496536419,0.11111048813840899,0.24932099509685712,0.14027123468864142,0.33319786190986633,0.11844906210899353,0.10493901609278528,0.13928795112594042
12,0.05883897840976715,0.004721451550722122,0.014421443454921246,0.014172052964568138,0.10776719550065311,0.08670269042188691,0.11282280442450557,0.0700110989156138,0.058682214455329756,0.007842286489903927,0.004721451550722122,0.011085039062034396,0.05677913270028938
13,0.008195240050554276,0.058919183909893036,0.026223106309771538,0.10847453027963638,0.0883583080437677,0.09742285919582752,0.07201872191566955,0.09345782108448959,0.06913372134870119,0.014814037829637527,0.10847453027963638,0.07224582321682081,0.0696987946813555
14,0.007146384567022324,0.0047878180630505085,0.0071793654933571815,0.0076368702575564384,0.11036385388631403,0.04554831551402903,0.10119484349654463,0.14196478738523177,0.05322777983288823,0.02365824766457081,0.0047878180630505085,0.006530391721086659,0.050987562000156805
15,0.9437234550714493,0.7726300656795502,0.8070491999387741,0.9183094203472137,0.7590295256557802,0.8087721583408702,0.6226742125263798,0.7885698961554487,0.8025947417144332,0.9380842000246048,0.7726300656795502,0.8414833248410215,0.8110922006284773
16,0.030227387323975563,0.00475652702152729,0.0020235038828104734,0.07976076751947403,0.12900595077129692,0.040047568179522104,0.08749843944592062,0.1938876632022253,0.07090097591834403,0.018346359953284264,0.07976076751947403,0.02902649394447835,0.06938336422805223
17,0.9777575135231018,0.9829692579805851,0.9427878446877003,0.9949151524342597,0.776921441062308,0.6587838681771382,0.6730728556846204,0.761647131600673,0.8461068831437983,0.9901227094233036,0.9777575135231018,0.9145484798800472,0.8482205132956773
18,0.0028873260598629713,0.02031796984374523,0.0207994282245636,0.014396470040082932,0.07161685389540166,0.10553954905936029,0.12438851433163099,0.10726323566775055,0.05840116839029978,0.007842286489903927,0.014396470040082932,0.04125008131338308,0.057147068769396014
19,0.13472455739974976,0.05601537600159645,0.04677838459610939,0.5309239029884338,0.30116432163580986,0.27149672129482133,0.3191220547844705,0.31381772093221905,0.24675537995415125,0.5221085548400879,0.04677838459610939,0.23626040403433046,0.2458097006479819
20,0.01154695451259613,0.004880227148532867,0.0028633917681872845,0.001683878479525447,0.1076103858302611,0.11661776323290456,0.13192044452587112,0.0831444584401106,0.05753343799224864,0.011731242761015892,0.0028633917681872845,0.0053299375887214465,0.05460841957324143
21,0.001679196604527533,0.02245965041220188,0.003251944202929735,0.0015255488688126206,0.049031553139973295,0.173782182378034,0.15054516113953834,0.0960236339646159,0.06228735883882916,0.03187209367752075,0.003251944202929735,0.0090986461865404,0.059028851815244476
22,0.010075084865093231,0.00847301259636879,0.009372084401547909,0.01715489849448204,0.0711216351139562,0.06592209112854124,0.10355909612096557,0.13826644634596122,0.052993043633364524,0.007842286489903927,0.009372084401547909,0.00930710658454309,0.05074447317338117
23,0.43251556158065796,0.7633793205022812,0.5155345797538757,0.25887948274612427,0.4990662393162393,0.46696108305831274,0.37173664852494503,0.3685421891327064,0.4595768880768928,0.04225724935531616,0.5155345797538757,0.3853837031793811,0.4537446655252617
24,0.05981915816664696,0.2357305884361267,0.16509070992469788,0.013706169091165066,0.13876395630514726,0.35738977839372277,0.43657213096975034,0.31147820466101395,0.21481883699353388,0.08678144961595535,0.16509070992469788,0.2766296659920067,0.21515840148981513
25,0.9618345759809017,0.934590108692646,0.963928110897541,0.06947886943817139,0.5958608774682532,0.5869770510850232,0.47045219543972105,0.5313645767631061,0.6393107957206705,0.016658484935760498,0.9618345759809017,0.9536287680529114,0.6748490820964929
26,0.3801441788673401,0.1003790870308876,0.6215587854385376,0.3365088999271393,0.4664152196889651,0.3269136530384396,0.5048245926157048,0.4646323953823954,0.4001721014986762,0.8678824305534363,0.3801441788673401,0.2761164874195181,0.3957637816808415
