,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,dew_top_1,dew_top_3,dew_top_None
0,0.802251398563385,0.9455361366271973,0.908133864402771,0.9738186988979578,0.7541088972509586,0.8275092377522211,0.6429972368609616,0.676967801395441,0.8164154089688617,0.8054884672164917,0.802251398563385,0.8842444093020312,0.8201711076325912
1,0.39422428607940674,0.22052396833896637,0.3599468469619751,0.3394556939601898,0.45880748337358923,0.4332757310935462,0.4786943445149769,0.5737378177378176,0.4073332715075585,0.8940944671630859,0.22052396833896637,0.359311353783183,0.40345685211814986
2,0.8646697849035263,0.768500566482544,0.8634393960237503,0.7947048395872116,0.6240206827391008,0.47830186512458317,0.42844436327667057,0.5161837294955962,0.6672831534541228,0.04113286733627319,0.8646697849035263,0.7566238092517369,0.6772007408880478
3,0.05315899848937988,0.05010944604873657,0.06807088851928711,0.09740537405014038,0.22977662495697726,0.4059563593871771,0.31126621152362843,0.2936859897768843,0.18867873659402634,0.0811261534690857,0.05010944604873657,0.1660931272291598,0.18682454953916383
4,0.7073338329792023,0.3611619472503662,0.7440401017665863,0.09353524446487427,0.6102881603179974,0.4833794854492198,0.5212076008614709,0.47136093635970233,0.4990384136811774,0.29496270418167114,0.3611619472503662,0.5925759681399274,0.49965557505711744
5,0.07258794456720352,0.0070163290947675705,0.007778195198625326,0.00554799847304821,0.22521628047336428,0.13135948140360967,0.20037784344507037,0.124932810857001,0.09685211043908624,0.01068470161408186,0.007778195198625326,0.11033119711439454,0.0955834377597848
6,0.027793103829026222,0.11857255548238754,0.27887293696403503,0.614726185798645,0.19981048689298828,0.2814783259884513,0.49477817631957477,0.38476212504778834,0.30009923704036207,0.007149342447519302,0.614726185798645,0.26180004852529853,0.3014303146974137
7,0.7396047413349152,0.704069972038269,0.9675436541438103,0.10067778825759888,0.6877015293136216,0.5406077797458848,0.6783443603300597,0.42245944795206547,0.605126159139528,0.4671170115470886,0.704069972038269,0.5936295039360548,0.6061153205822446
8,0.4235037565231323,0.28291094303131104,0.5703861713409424,0.5660999417304993,0.4650183326696448,0.3463573766258882,0.5411815969977735,0.4564638780466181,0.4564902496207262,0.12328819930553436,0.3463573766258882,0.36136537622956133,0.45567002789129263
9,0.010101757012307644,0.01528808195143938,0.020052839070558548,0.04360821470618248,0.1391803042511866,0.1931857034720245,0.1269869321896501,0.17941050367464534,0.09097679204099933,0.007986986078321934,0.010101757012307644,0.05004932085245784,0.08782890226475598
10,0.22444993257522583,0.0072798156179487705,0.34326639771461487,0.1579936146736145,0.27373899946458286,0.17864317360101822,0.2434819650134108,0.28773151218529364,0.21457317635571369,0.004671306349337101,0.0072798156179487705,0.1897836928355951,0.21329917786431316
11,0.002840306144207716,0.005829560570418835,0.01248941756784916,0.02424565888941288,0.12254477308479558,0.056050279740692856,0.12040724125748493,0.1889949824440774,0.06667527746236743,0.02355298399925232,0.005829560570418835,0.014136436966200039,0.06321584855274615
12,0.0243439469486475,0.01805243082344532,0.07647388428449631,0.0032177353277802467,0.42586726504998546,0.24494744331270157,0.2707632754997205,0.16140585316475914,0.153133979301442,0.11087491363286972,0.0243439469486475,0.039040542591786465,0.14951121190284844
13,0.7432189583778381,0.12114784121513367,0.6596885919570923,0.28871574997901917,0.4797436286614335,0.16131224647015455,0.4113366917364277,0.3207420641060121,0.3982382215628889,0.012318497523665428,0.3207420641060121,0.3597745114709209,0.39545034976547355
