,0,1,2,3,4,5,6
0,0.0018333593529095149,0.0019431291833020344,0.0019997658602038796,0.0021280548500169864,0.002307338621551356,0.002345207443098893,0.0024871914761427725
1,0.0011706824433491776,0.0012318161120407733,0.0013174109878959488,0.0014392563847419153,0.0015150698555856264,0.0015719434632482335,0.0015777249611477766
2,0.002529212091755085,0.0026123287225214846,0.0026380312022550876,0.0026743710708008505,0.0028628354300236905,0.003014239947316052,0.003111954044755789
3,0.0017075263263375165,0.0021290499224152497,0.002141772052616558,0.0021773826444862867,0.002219700744690551,0.0022288332508330418,0.0022461714406870016
4,0.003242961288853035,0.003305318606301226,0.0033348169166131946,0.0034136822586683805,0.0034723562394806578,0.0034824664525129317,0.00349379788733741
5,0.002223263817403001,0.0022891239707348372,0.002678445075749882,0.003146714862140207,0.003182847677305961,0.003301566866032004,0.0033498056837701893
6,0.001314210906018439,0.002263193843480927,0.0023666768075067185,0.002508169398087318,0.002527208808785322,0.0025645997576594845,0.0025874228222091894
7,0.002620409027319502,0.0026603410044455838,0.0027725088622359145,0.0029429428829192235,0.003047439054573772,0.003063638680856299,0.0031279752805977563
8,0.0012833198539298782,0.001487621877290374,0.001744066131031,0.0018675838222867271,0.0019121411877744722,0.0019542990664979157,0.002012521092525002
9,0.0021493171313409424,0.0022636730114544,0.002381543969546402,0.0023994458054769578,0.002514702718024052,0.0026121283856522914,0.0026173075598853695
10,0.0018064256888274555,0.0019008207636624314,0.001956163294747783,0.0021808574422934055,0.0021927758693429363,0.0022593674337631317,0.002273958962828429
11,0.0013303122214361337,0.00265382430742735,0.0026686769192659212,0.002683227840938504,0.0027400263039130037,0.0028449811906612822,0.003081211111613188
12,0.0022145653392821435,0.0026053912985913178,0.0028122701600614597,0.0029572714351095973,0.0030617498237279395,0.003087721087763971,0.003198201843836595
13,0.0019216557509232823,0.0019333997998981461,0.0020422524387818286,0.0023858508080591037,0.002791748096510044,0.0028292850844736004,0.003004745274163559
14,0.0016827972389422785,0.0019442718925695263,0.002049121928257959,0.0020739909040937373,0.002110128253182456,0.002167715108645285,0.0021915667441784253
15,0.0028229692496082176,0.002865434508779291,0.0030735208238698744,0.0032241915762763825,0.0033122365672631792,0.0034284758665503313,0.003517382548294904
16,0.003383199482762677,0.003805965969575392,0.0042020077197041815,0.004384930349033234,0.004408654919835746,0.004435188270194104,0.0044616223504695155
17,0.0016349277861604586,0.0017228408505639695,0.001864186185809131,0.0023634965782379424,0.0024937335763132104,0.0025463666107410294,0.0025958875254223743
18,0.0015345050988221317,0.002148931114232976,0.0021706948067926383,0.00228280152509997,0.0023562443400132293,0.002464327341706445,0.002477480224157428
19,0.0022002217562639907,0.002540329733395789,0.0025500447968776533,0.0027219393085662403,0.002743015846800797,0.0027541412752887197,0.002935306258181932
20,0.0020129088332724466,0.002057864120451171,0.00205821929090214,0.0020858773282240845,0.002200227899511377,0.0022346468492400987,0.002283865371592134
21,0.0016630542016285107,0.001703418767536717,0.0017379712565979526,0.0017418663906395627,0.0019215410126067047,0.001972879292248201,0.002106055556986748
22,0.0015813716097236934,0.0016216209998461335,0.0017577163889509343,0.0018649549293841387,0.001969783887211532,0.0019862531962576186,0.002017229364819846
23,0.0020422187272883885,0.0020676215359023763,0.0020793942254976397,0.0020937859065401072,0.0020974750765948174,0.0021086703164789958,0.0022972786232646784
24,0.002534598676443914,0.002754816918730321,0.0027977258703156985,0.0029537410083996705,0.00317922872073708,0.003230114172033578,0.0032712691509299745
25,0.0016336138956043237,0.0020564430858171106,0.002533582039758787,0.002661460943282761,0.0027880112110798506,0.0030108228998537725,0.003025424715247348
26,0.001228314452889596,0.001731233813551277,0.001847421976892861,0.002038319618977722,0.002333872739947859,0.0024369361797319743,0.002464165030971564
27,0.0025623755989556247,0.0025628928741223207,0.002566395616751743,0.002580763338269417,0.00271981675941986,0.002743947684174969,0.0027757564969499607
28,0.0016983218884900329,0.00201328794377719,0.002132360719746476,0.0021993931381366076,0.0022148769472672613,0.0022663742692475355,0.0023038018453699744
29,0.0022670676442832515,0.002311114408979487,0.0023964977582862086,0.0024168528075715952,0.0024576018998402763,0.0025463489886241963,0.002570136453262126
30,0.002139622091142535,0.0021493586654818147,0.0023069123633215403,0.0023866581182271215,0.0024233297379520308,0.0024424913462565727,0.0025318594836992057
31,0.0020719661274651024,0.002180728758905041,0.0026192972230977504,0.0028061738283100875,0.00300485442663986,0.0030872824244308856,0.003240306334638931
