,0,1,2,3,4,5,6
0,1.4967427328460348,1.543913132741116,1.5521416733213893,1.572512177604332,1.6209665924497838,1.644136825427914,1.6653982303792678
1,1.2848161736744261,1.4488020826447083,1.486640129565836,1.4944368453308472,1.6086634977372793,1.6255973330407736,1.6318623726076757
2,1.4221946066920543,1.4974062562976744,1.548791200981594,1.5498834011180005,1.5589068863081468,1.5648604410334384,1.5963880712435639
3,1.7027590438750586,1.799379369617875,1.8257910937460589,1.8822193453491307,1.9125569324619,1.9238949784955668,1.9283923986528047
4,0.9917631394920355,1.0434081027398467,1.0474807884790547,1.118523197227707,1.2502621886618157,1.3222198321178753,1.3371819417553243
5,1.4743407126116108,1.514787392995104,1.5244669666626751,1.5413459481843046,1.5745464333565216,1.6325495032619257,1.645896035720178
6,0.9067990926038407,1.1317966745106207,1.34477251066104,1.3617502629579263,1.4328122389480538,1.4558078928832656,1.4973332294491182
7,1.0743368765362027,1.2989590406843627,1.3423682739641214,1.3463938506519169,1.3723459316376614,1.39742578619402,1.4369314230948418
8,0.9924757892652117,1.4088569147446326,1.5467447320121481,1.5651117708333486,1.6323587566722748,1.6852863035996446,1.7037636233348934
9,1.390926965528245,1.3940159877508913,1.5666689301665848,1.5926971467919384,1.6377501354730917,1.6763418360170232,1.6921130658522496
10,1.3589795745106248,1.4200817594014967,1.4578201816680005,1.5574733563533865,1.5642280755305265,1.592485686871388,1.6030441897941785
11,1.1944994750733144,1.2938384452425233,1.5133428552292445,1.5214341859576619,1.5486048805776558,1.5966979777007606,1.7493520619943828
12,1.2216221899121782,1.30101442768171,1.3797725693918146,1.4169547627757506,1.4582390861970007,1.4865226787096504,1.4966648384297547
13,1.4709927544312045,1.4861671755102763,1.572121566323187,1.623227142496685,1.6249919508592887,1.7159936907145208,1.7332990227140068
14,1.5702502741483897,1.6639245478631977,1.7404213983430197,1.776984754771764,1.9502151118379885,2.015315284375966,2.0599026358543244
15,1.4886262676909436,1.5299455389004897,1.5950857423545637,1.601286747669212,1.6151090159213266,1.661865227396603,1.7093069988393963
16,1.0013928960909098,1.0750593481860502,1.0803888886795365,1.219849900072449,1.2463529670357536,1.2605022690815972,1.2867720079303244
17,0.936779951219736,1.1857882573228091,1.31032215593776,1.3714225208834958,1.406356198417774,1.4181601567254758,1.4221620930259242
18,1.2347862364182272,1.2781784310119089,1.421213198014065,1.4311157246447996,1.4449258952793782,1.455230920534408,1.4596460935141484
19,1.1512707134794709,1.28511107656128,1.3228881457834136,1.3918255032585958,1.3971479861322804,1.4507284067731852,1.4530619138835277
20,1.2243093378875674,1.29368888413118,1.3024535292675234,1.3432897663143102,1.3814182274938904,1.5129588469264688,1.5273942891818817
21,1.2717175368616418,1.4323264535230165,1.579192619179455,1.5936200538990901,1.6451438716653735,1.651130573118521,1.681743064476219
22,1.048343533167226,1.0502485311570566,1.1826476920050308,1.2330674179349683,1.3309377318872027,1.346808763643288,1.357785681907032
23,1.2243905442623042,1.2487161893582372,1.2500848580516033,1.2585255144624858,1.2598463778250273,1.3083703250876009,1.3352656637934308
24,1.189455342553555,1.25544357002651,1.5400675834601942,1.7066048119308197,1.7078632968129785,1.7589161271605822,1.818425564469537
25,1.3136164639388281,1.337080188030091,1.4233635171023584,1.4235345706549396,1.4300785677455432,1.4435859672565523,1.478723542732245
26,1.5379022382706367,1.6037503302185232,1.7402518945245078,1.8101018294692133,1.885153981127488,1.9045374234106947,1.9865366185874775
27,1.234269367351231,1.404938846038905,1.4197085489018577,1.4770718646237673,1.6668487987759828,1.677858681554465,1.7037906139900536
28,1.6736734458337064,1.7054119633568567,1.72866004943683,1.7450176726694842,1.755410791156488,1.7729090192713435,1.784425948317844
29,1.9470507088263658,1.9812110152329088,1.9843863358182268,2.0290056053136776,2.0395560634077152,2.1073605830936333,2.128567445669711
30,1.8427033290432093,1.9726625433362985,2.0454113887035104,2.048163774166919,2.0570448061656585,2.0578595679139777,2.0706594158783678
31,1.4805101980657862,1.4973961862227623,1.510338451724605,1.5169624708635645,1.6100991494852324,1.6951005713243121,1.7290907726030478
32,1.7000766940286995,1.7642632208118294,1.7675674072127874,1.8701718889646326,1.9206648943059126,1.924191032038976,1.9314360218518634
33,1.20522115260907,1.2830219130553313,1.3227774362574822,1.3244618908463315,1.3299628016459413,1.3504144688543414,1.4012886148081716
34,1.3216023084219977,1.3933728077726508,1.425056461859233,1.4593291180971237,1.5006322078091527,1.5286030701147144,1.5439231324212404
35,1.6087978093800175,1.624809427599177,1.690547787634019,1.7876735296297797,1.7940414583799353,1.8375169863272698,1.9069756251147458
36,1.3928088784395594,1.4705325622173537,1.4890068795285833,1.5227450912384477,1.5916858127594569,1.633069286723178,1.6734441384944898
37,1.5133266254388642,1.6779484906741629,1.6846613956423244,1.7000620174438403,1.7863633799811318,1.8226705370058929,1.841313473358508
38,1.4015558730088948,1.458451143530207,1.5478424878309671,1.6197355125301591,1.632615479802271,1.6359724054886238,1.644552002743755
39,1.7281424815571396,1.7820945299194095,1.8271836323070567,1.83496145578994,1.843494622978642,1.8510702933328445,1.88691867242825
40,1.5887241517558832,1.8126220849568857,1.8355463433392047,1.837603309333098,1.8509034999751766,1.9436298582217912,1.9518196611461676
41,1.2339573832586046,1.28951479518299,1.344424443218739,1.364494195675223,1.379375873018391,1.3856516255293196,1.4529576654315943
42,1.219519518217147,1.2227565442582085,1.3557971593860296,1.4735517918752838,1.5139599737337235,1.6314510880316127,1.7888877286943383
43,1.8163875977608526,1.8369086229583498,1.9396553346178766,1.9487338686207711,2.0848178671235367,2.1003466344205712,2.1229738337492883
44,0.917483041989388,1.0767901961050752,1.47759149438173,1.4940016934340636,1.5113833913326828,1.614179682093789,1.6270982385587913
45,1.4330959222125519,1.4865153647248115,1.5658631585970375,1.6148045427310491,1.6983300969071695,1.8341648790227185,1.8501455511152471
46,1.240444261150304,1.336353817226639,1.3999037126524716,1.4311523539085065,1.4367507213093456,1.4629572039119219,1.4716118752879819
47,1.129876784743439,1.1475287460098482,1.36273081336646,1.3917973989663615,1.4803375777134316,1.5582718413072634,1.5644133423299895
48,1.036546185370232,1.2438644061831052,1.3180372594461371,1.3401528332879968,1.3525608382384926,1.3956639201651078,1.4064395950583108
49,1.2166700160338648,1.3038821397711597,1.404821708782979,1.5163114616096984,1.5305808625625266,1.5528648048697027,1.59279278891075
50,1.6664024312796646,1.7133297602049236,1.8742871027968728,1.8928870999748872,1.901613412181166,1.9181937170820458,1.93821433740748
51,1.1095746349967919,1.1775440283012792,1.177775105760848,1.3990652086302868,1.4101103998464728,1.433406490278098,1.442446973820781
52,0.8665994119346596,1.1800081870222983,1.2112332355878008,1.2849458887460083,1.3556291346861422,1.3593778751359893,1.377563232502179
53,1.347691490967581,1.4941040540038104,1.5190745643416348,1.5360483234783324,1.5816973948868682,1.7445899413345103,1.749439653297797
54,1.3787956754077373,1.5471205559719505,1.557716199212488,1.6320264952343508,1.6983022111135697,1.7106678771428423,1.7811501287393734
55,1.7697190750540204,1.88901848860799,1.9004402475020927,2.025643623534494,2.0353273786855897,2.0557030822079425,2.071825012359118
56,1.0844015359108892,1.1675923375190438,1.2141343449571451,1.2144403292917578,1.3212572940059786,1.3758113467505433,1.436044864138826
57,1.222942176489764,1.2588673245764086,1.285302479440962,1.3117821223681518,1.3235937578731605,1.4144651991560637,1.4400488655057444
58,1.4894153347792447,1.5407785790675521,1.552368173545581,1.6058112274938348,1.6947370269681221,1.7223935176060323,1.7558583473399296
59,1.441747558556199,1.473986931834832,1.5209547333996816,1.5759783255917872,1.5771319778037818,1.6046712820766216,1.6127426533378741
60,1.4437782632473029,1.471381407582008,1.5016137127528537,1.572022531821553,1.667549229557293,1.6703317417868693,1.6891450792715401
61,1.0143409212609955,1.1044154873930025,1.2597420846863023,1.2875637125073243,1.295150024565516,1.2962591255135592,1.3005335479382978
62,1.3994877539000639,1.4000822804776165,1.4032397259788487,1.4158654027148543,1.500522285608571,1.521197528738767,1.5247295680679012
63,1.1802341192257344,1.2731061678186264,1.281346415877316,1.3185387426347845,1.3635126223966685,1.3706202964742604,1.3713943600040004
64,1.2073467248886474,1.2835161160568502,1.3039907588689565,1.5062231570785638,1.5447024528231754,1.574558146796771,1.5749127351630985
65,1.798008844941574,1.8023525981214472,1.8087626342571832,1.8133937780924665,1.8303642557015045,1.841460584840021,1.8567863520398635
66,0.9885517763425473,1.210425380501045,1.2607790878636238,1.2811633577575363,1.3214889711914763,1.3671225717162856,1.3683809283543142
67,1.9949937446833987,1.998810584346257,2.0213607676687118,2.0561450921111124,2.069150432361164,2.0824743297052963,2.103476072841199
68,1.6753738399146592,1.9261215444628268,1.9472260018354377,1.954426922272423,1.9555554276331084,2.004784216887088,2.0371674523222665
69,1.5618976404023244,1.709122786152489,1.7760529871815522,1.8222162863402533,1.87714693717169,1.9584884820501416,2.0613580706478354
70,1.3026682034522965,1.5238500012376333,1.655864655165151,1.6612123211040486,1.7037573459184114,1.7656266574612098,1.8066720034615367
71,1.4917319596438228,1.5048571656430543,1.5361278052064589,1.5579525818431363,1.5889355720698928,1.6026606999965134,1.6236494480551542
72,1.4989073726610962,1.7375941374362984,1.7420222420091127,1.782488257835196,1.842482750236668,1.845363374734787,1.8606706490498126
73,1.5197770457689843,1.525603485676934,1.5293222084728795,1.6191456632636785,1.7453304170541237,1.7671399080748151,1.842193742112548
74,1.7722621563134742,1.822240715895875,1.9659912436832767,2.0087329737627573,2.0288418736855984,2.0605094835260975,2.1158502421092997
75,1.9658186880829258,2.0571959916815765,2.0664061900273776,2.0799505076233404,2.085998300022669,2.0926444444426173,2.136712088988343
76,1.6018651354694136,1.618727222590859,1.694065807206808,1.8034847132794602,1.8707172472862441,1.8878585661806584,1.9375886139545038
77,1.580496492335345,1.6678992160746449,1.6924686516792902,1.7443901764487315,1.7481891637591713,1.7759221195643182,1.8192111892875753
78,1.3794412744964093,1.542227839491596,1.6280085471829302,1.6434739804219078,1.7140019410706984,1.7371725381740812,1.7453671506351867
0,1.157467211754019,1.2033782884050488,1.2176604834643836,1.3473401689892925,1.3797844675522284,1.3977416607995896,1.4207627042021942
1,1.4118537318538635,1.4268944350393327,1.4561574205827228,1.457792455673754,1.5081648089799127,1.5533939883776924,1.5758690723644935
2,1.0855413308017492,1.29313587201035,1.364327170663037,1.3879599701536791,1.4309710893590943,1.4353015874053467,1.4683200169920407
3,1.2490795667407188,1.2516212508732252,1.3093809705497887,1.3663330322648632,1.3857892074050437,1.3909393594021762,1.423225400227816
4,1.3787544075027505,1.4661398206929195,1.527255117609506,1.5405732781609116,1.6120706727745242,1.62773189651882,1.657326275705694
5,1.377717881808876,1.395404211747871,1.4583370527109558,1.5294036063223775,1.5586324425168314,1.5636694545948302,1.5768718027403725
6,1.0362900405192041,1.4151373805385372,1.4678555860253708,1.5064386221682051,1.5254317294062991,1.5263241828350982,1.5279677598396613
7,1.5598326925391657,1.8006156644844202,1.8342467731093002,1.8958811454756146,1.9215156663796762,1.9218235447530714,1.9345366299889086
8,1.1341225938378379,1.3240211230567942,1.3635163050432748,1.4018836655086515,1.4137837208955144,1.4232615063361436,1.4627313460046762
9,1.2881942581366281,1.2991728471690742,1.4603466145194832,1.5042823066414293,1.5423592004076994,1.5434071361748878,1.5895083268084418
10,1.5509809785772593,1.7554676499566335,1.765753734310336,1.8946298478055499,1.967960525572599,2.0110986873288765,2.015051694649409
11,1.5965274746967244,1.7732949179505582,1.9146034536926,1.914686584285346,1.9443344829184994,1.9497179452102953,1.959654105675065
12,1.5296659099850687,1.7236911377612854,1.8176957811042096,1.8973692219050986,1.9167476400676855,1.9251391627158756,1.9480766154196187
13,1.6315411092934882,1.631601264343368,1.6669463053627995,1.6845919722226927,1.6965848082237887,1.7071507606412621,1.716934857527165
14,1.4180414325090125,1.5055596739952388,1.5165347894590788,1.53641541709291,1.5468129751503177,1.5808286675877554,1.5951695638911914
15,1.0559651397482204,1.1772867806665037,1.1792933925340232,1.3549627312401225,1.4547308777068952,1.4868082791410386,1.4972788623429876
16,2.0801763362826655,2.115302382286637,2.1715074725109034,2.1916508305014357,2.2194491303551307,2.237709500483123,2.2520977947668896
17,1.3732126710682069,1.4400422830077313,1.4564725074927813,1.4638699606521015,1.489546446971915,1.5315596078897957,1.536329249954566
18,2.030532873887852,2.070925550158818,2.1158252154989823,2.1684326176419595,2.169351505425512,2.1719026751446484,2.1749827615143325
19,1.2540721797131167,1.4172336630973348,1.4522853304439516,1.5390798091347553,1.65447711849331,1.6689110911073601,1.7236006864788531
20,1.147053980250458,1.2066256023143311,1.2211789432344136,1.322194911366281,1.332235942251091,1.350906583202683,1.367808451842269
21,1.4544382769269615,1.6343083275966475,1.7613991965064013,1.7668688332484177,1.7688569420255669,1.7752883118594598,1.7780732459388107
22,1.1220602852864898,1.385139380649507,1.4731343196846969,1.4877928107006568,1.5784026357456855,1.5883760702608478,1.6690057794736364
