,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Estim(<class 'new_base.ClassifierWithImputation'>)_Imputer(Identity),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>
9,0.05341450497508049,0.014062621630728245,0.023454532027244568,0.039894845336675644,0.4178420698132761,0.4273698417243661,0.5168985854353289,0.5133104005444927,0.08527758717536926,0.23239166540695136,0.09127996861934662
11,0.553716242313385,0.018983328714966774,0.017114698886871338,0.009876800701022148,0.4206035727566649,0.3906018441664928,0.4679597274034763,0.39820507619729023,0.03651643171906471,0.2570641914288038,0.010025636292994022
16,0.09997300803661346,0.029528647661209106,0.02866559848189354,0.03647323325276375,0.32906959464004504,0.4233930946261711,0.4223153246685055,0.39940198772447405,0.030617503449320793,0.19993755472677738,0.014134694822132587
19,0.04609077796339989,0.013723758980631828,0.08564910292625427,0.08289788663387299,0.4333310594039917,0.43779178254617995,0.45363088294185433,0.43418394189394627,0.19087263941764832,0.24201909252308662,0.020352518185973167
22,0.0626257136464119,0.020510490983724594,0.0729772076010704,0.012072679586708546,0.44638616180644547,0.445069328154145,0.4731156453596551,0.4559460025556043,0.11926097422838211,0.23421824488023862,0.01965588517487049
26,0.5267109870910645,0.03706982731819153,0.04223461449146271,0.06336384266614914,0.4449490599788815,0.4701852778697148,0.5057814681953824,0.41708554971143685,0.15645065903663635,0.29598125403987996,0.03644036874175072
40,0.06192837655544281,0.020577499642968178,0.011606532149016857,0.01811058819293976,0.4179046926465885,0.43273016872271003,0.4302475332687256,0.40555181035622717,0.026636015623807907,0.20281035746204745,0.015048827044665813
43,0.6082137227058411,0.4067438840866089,0.30758175253868103,0.3681175410747528,0.46173778369621815,0.35670396968536977,0.3699438451978881,0.3963932765797521,0.3723926544189453,0.4053142699982286,0.48123303055763245
49,0.5796817541122437,0.4722188413143158,0.5867578387260437,0.5096409916877747,0.457531223327619,0.46585246346917486,0.49552175199753035,0.48530339965799585,0.5417084097862244,0.5104685193421025,0.5087279081344604
51,0.31297850608825684,0.367329865694046,0.5593163967132568,0.48763570189476013,0.4572287251410666,0.5193003639804684,0.45868010811946536,0.4230300578806419,0.5947902798652649,0.46447666726413633,0.4634552597999573
