,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Estim(<class 'new_base.ClassifierWithImputation'>)_Imputer(Identity),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>
9,0.2082192301750183,0.8955889344215393,0.7276754379272461,0.822046160697937,0.5170096960223767,0.5259619379318505,0.5800827291995773,0.5955920645729743,0.6807109713554382,0.6169874624782176,0.7164497971534729
11,0.4152798354625702,0.1326531022787094,0.050644807517528534,0.07038339972496033,0.499526705789771,0.4532209966856502,0.49605491889534953,0.47757513816416264,0.05231190472841263,0.2941834232496794,0.004544361960142851
16,0.3337536156177521,0.01733483374118805,0.0329621285200119,0.03181571885943413,0.39986625544089427,0.4277762016068688,0.4689704886399826,0.4864390396231864,0.036954350769519806,0.24843029253542648,0.001253563561476767
19,0.20584315061569214,0.1635347455739975,0.097771055996418,0.13576249778270721,0.5006785025017805,0.48191582155666635,0.47872840335208466,0.4630650304301016,0.09513109922409058,0.2913811452259487,0.009816979989409447
22,0.43796586990356445,0.7548180222511292,0.6974334120750427,0.7621323466300964,0.48616866188002944,0.500385709812286,0.503374281841998,0.5028126595840148,0.6971495151519775,0.5935822754589043,0.7796714305877686
26,0.6829994916915894,0.19969843327999115,0.044270142912864685,0.1449078917503357,0.5017940265696131,0.4876315215595235,0.5189178012030965,0.4863835836032686,0.10168950259685516,0.35203248835190415,0.017569079995155334
40,0.3935213088989258,0.03244038671255112,0.04514959082007408,0.017657047137618065,0.4732226205761079,0.45676624174108243,0.4561752708272067,0.4353104174008066,0.04115947708487511,0.2612669290221386,0.004798019304871559
43,0.28608056902885437,0.42631614208221436,0.45071637630462646,0.23776482045650482,0.3484768928046412,0.40511025276883855,0.34163341702216116,0.4723735839124606,0.355226069688797,0.36929979156323317,0.1808224469423294
49,0.6488358974456787,0.8559991717338562,0.6991904973983765,0.8051363229751587,0.5183968722141153,0.5097454547497262,0.5318201362002624,0.5739373769499003,0.7657409906387329,0.6565336355895341,0.8784213662147522
51,0.25498560070991516,0.3442056477069855,0.49784615635871887,0.36446821689605713,0.40148325238272436,0.4429148489898889,0.4372718050179402,0.4299804927291623,0.6084496974945068,0.42017841314287774,0.28544244170188904
53,0.3165287375450134,0.2989601492881775,0.42524951696395874,0.5387623906135559,0.4424777983827116,0.35435360436265767,0.3804075646088193,0.492635714303183,0.4555925130844116,0.4116631099058321,0.32309678196907043
55,0.42010483145713806,0.6771294474601746,0.5052492618560791,0.5247363448143005,0.511999075250549,0.45444573615636336,0.4836023252545904,0.4551296054794945,0.3825252056121826,0.49054687037120803,0.5413568615913391
56,0.4258655607700348,0.6566572189331055,0.6911581158638,0.589536726474762,0.4937199339578558,0.4752411704495374,0.5046566755621642,0.4210624549426116,0.5205773711204529,0.5309416920082582,0.8695054054260254
57,0.8244717717170715,0.8775349855422974,0.6636490821838379,0.8262203931808472,0.5872527962768382,0.636378590122833,0.6299238787491426,0.6480322074635134,0.8751369714736938,0.7298445196344528,0.9649981260299683
64,0.601580023765564,0.7478758096694946,0.778308629989624,0.39197424054145813,0.5654272735492359,0.5463205054754694,0.4680699120599069,0.46417544755580126,0.5163378119468689,0.5644521838392692,0.9240526556968689
68,0.2108662724494934,0.059240832924842834,0.03228440508246422,0.04584269970655441,0.5067215287081537,0.43012780648349386,0.47375118235713365,0.45393626726591146,0.02658742479979992,0.2488176021975386,0.006520426832139492
71,0.8939451575279236,0.9778659343719482,0.8406437039375305,0.978435754776001,0.6467321880874434,0.6780383508830456,0.6613073708485282,0.6681400497787561,0.9399059414863586,0.8094460501886149,0.9969741106033325
73,0.8130947947502136,0.8882589936256409,0.53404301404953,0.77718186378479,0.55036466398007,0.6124604572863335,0.5820681982317603,0.5593956029933485,0.8958227634429932,0.6902989280160755,0.9790858626365662
76,0.2982705235481262,0.49372994899749756,0.35535576939582825,0.36023473739624023,0.34630654648307385,0.41024882086425957,0.33815756549998455,0.4779317123874851,0.2789830267429352,0.3732465168128256,0.18911756575107574
77,0.3430436849594116,0.3540295958518982,0.24534401297569275,0.49267542362213135,0.3585742512918597,0.4873516306955002,0.3442741781137896,0.49754607100089815,0.3632252812385559,0.3873404588610819,0.30399075150489807
79,0.3886967599391937,0.5103181600570679,0.5642653703689575,0.6141738891601562,0.4251511593173972,0.47555746644219515,0.43568884984972983,0.48450319497051836,0.603079617023468,0.5001593852365205,0.7596623301506042
81,0.5588319897651672,0.6789723038673401,0.5605798959732056,0.5143295526504517,0.4382809928384725,0.4099770249790349,0.4177556518691346,0.4551328870096982,0.5167760848999023,0.5056262648724897,0.6537245512008667
82,0.2839301824569702,0.36931273341178894,0.3822453022003174,0.4182790517807007,0.388075176539954,0.434728823014043,0.38237577389963723,0.456053544046666,0.6089993715286255,0.41377777320874476,0.3032899796962738
86,0.4436190724372864,0.28496313095092773,0.42443370819091797,0.6622010469436646,0.48109594839666153,0.520934076199053,0.5246098366806884,0.520085005924106,0.6939228177070618,0.506207182603374,0.68402099609375
88,0.8671209812164307,0.7252146601676941,0.7705079317092896,0.8948875665664673,0.5977819606248925,0.5418770762326208,0.5523860341705256,0.6507201039146919,0.6231607794761658,0.6915174548976419,0.9162436127662659
90,0.9156441688537598,0.5405591130256653,0.6765714287757874,0.7299415469169617,0.5477311060493117,0.5652904897101785,0.5883165626715742,0.590750123900266,0.7741692066192627,0.6587748607247519,0.962063193321228
93,0.6497830152511597,0.6228680610656738,0.4738260507583618,0.5733227133750916,0.48885806439374535,0.5119658320328321,0.5135958137589792,0.5310177444632841,0.7503740787506104,0.568401263761082,0.8049114942550659
102,0.3454500734806061,0.8047640919685364,0.5991261005401611,0.6486952900886536,0.4498294803587982,0.48628634659321157,0.5018962960057894,0.5387120093904092,0.7302757501602173,0.5672261598429315,0.761224091053009
115,0.5132966637611389,0.4894014894962311,0.5058394074440002,0.5144720077514648,0.43206382125837695,0.4802000606670439,0.4369275331397867,0.4950119120205667,0.5742775201797485,0.49349893507981757,0.622860848903656
121,0.3829271197319031,0.5472320318222046,0.7598776817321777,0.7420807480812073,0.5470112541827263,0.5610601160100276,0.611998037010147,0.623223878761816,0.6690285205841064,0.6049377097684796,0.9051017761230469
124,0.48485812544822693,0.4594252109527588,0.5593368411064148,0.4582304060459137,0.4502809498390776,0.49267369195766825,0.4598198552266314,0.48846373569983415,0.7247995138168335,0.5086542588992622,0.6158052086830139
127,0.22738496959209442,0.41899147629737854,0.4289468824863434,0.468616783618927,0.35243638993973087,0.38053408567938446,0.34029177748283934,0.46108820114030225,0.26547563076019287,0.3715295774441326,0.2931256890296936
128,0.608160138130188,0.5544816255569458,0.5809987783432007,0.6385587453842163,0.43606831889212105,0.5054085167669431,0.47687733986967923,0.4857932710973675,0.4776141047477722,0.5293289820876038,0.8021398186683655
129,0.304404616355896,0.3291012942790985,0.4401804208755493,0.41447821259498596,0.46661760838834226,0.40551165935341316,0.419576008002868,0.39443907532862466,0.3405524790287018,0.39054015268971987,0.34216371178627014
152,0.03163917735219002,0.036100566387176514,0.07939650118350983,0.0225161574780941,0.4771605536195963,0.3993884957069271,0.43831239481152323,0.4369322026628082,0.06233441084623337,0.22042005111645097,0.0031964171212166548
155,0.07417581230401993,0.13449640572071075,0.2815505862236023,0.5161149501800537,0.42378501359536613,0.44164274220812866,0.38826339047464214,0.4627136036350886,0.45747289061546326,0.3533572661063417,0.16384415328502655
160,0.00819623563438654,0.008104502223432064,0.003339651506394148,0.0011358752381056547,0.3212355711678796,0.27135198193914345,0.23408145761199084,0.2600793645395553,0.0035380120389163494,0.12345140576664487,0.010221295058727264
167,0.040435537695884705,0.018278570845723152,0.01995156705379486,0.035901956260204315,0.2913585895280161,0.33186960883011574,0.2532396961881629,0.2973855372735799,0.21545889973640442,0.16709777371243179,0.011810103431344032
174,0.00718293571844697,0.00822005420923233,0.00991446990519762,0.006577178370207548,0.2783237376102722,0.3071969837835387,0.2639828617169978,0.34699437191048027,0.017151113599538803,0.13839374520265693,0.004833688028156757
179,0.0433526448905468,0.01314964797347784,0.054609738290309906,0.11991292983293533,0.34401044526582525,0.3275669894455693,0.37859733497456455,0.38124990038118756,0.0771387591958046,0.19328759891669123,0.004124081693589687
181,0.22195720672607422,0.09328687936067581,0.24783465266227722,0.12762261927127838,0.407506752008588,0.4749274250529743,0.49301007225791393,0.419534241756476,0.07924558222293854,0.2849917145910218,0.004024884197860956
199,0.008804678916931152,0.03556251525878906,0.07120305299758911,0.030647456645965576,0.3410410562137358,0.2146362554263801,0.29082446305218956,0.32282084680961143,0.05614209175109863,0.1524091574524767,0.008400917053222656
202,0.05067241191864014,0.049811482429504395,0.016882658004760742,0.007556736469268799,0.2805686112957485,0.2247553125025984,0.26450204636291275,0.2792170383063687,0.009923756122589111,0.1315433392680435,0.007252395153045654
205,0.029275178909301758,0.02407979965209961,0.1580193042755127,0.09884673357009888,0.33002101978073295,0.19480403275696512,0.32141038051736814,0.2928049480259892,0.3174792528152466,0.1963045167003683,0.023758351802825928
207,0.010718882083892822,0.020730137825012207,0.01896047592163086,0.007811188697814941,0.2503743923816222,0.17452713698087952,0.23720486933600482,0.24920843409586935,0.006777763366699219,0.10847925340993621,0.007252395153045654
208,0.017292678356170654,0.011969387531280518,0.05234479904174805,0.007830560207366943,0.23377641711064912,0.16355298598227397,0.2687006205792092,0.25893884211591467,0.00450444221496582,0.11321230368217543,0.007252395153045654
215,0.012768208980560303,0.008750557899475098,0.010722994804382324,0.0032674074172973633,0.2204984853793942,0.14038282909541033,0.22175719858932408,0.20322522127478249,0.04072856903076172,0.09578905249682088,0.007252395153045654
223,0.004543662071228027,0.009298205375671387,0.0033498406410217285,0.0022126436233520508,0.1363829888838035,0.1281716623912207,0.18277208528227096,0.18895414255446175,0.004024922847747803,0.073301128185642,0.007252395153045654
224,0.006379902362823486,0.00472569465637207,0.009400665760040283,0.0019882917404174805,0.1531631177902546,0.12500506339462358,0.18439575549006249,0.18895414255446175,0.022166788578033447,0.07735326914745436,0.007252395153045654
228,0.007278025150299072,0.00472569465637207,0.01421201229095459,0.0026859641075134277,0.1531631177902546,0.13079059563086548,0.20483072097651234,0.18895414255446175,0.009323358535766602,0.07955151463255555,0.007252395153045654
229,0.013770699501037598,0.007842302322387695,0.022759974002838135,0.022730708122253418,0.23239470573506427,0.1281716623912207,0.26319501227452335,0.29615250675503235,0.02080667018890381,0.1119804712548068,0.007252395153045654
231,0.0020684003829956055,0.006153285503387451,0.046317100524902344,0.24721813201904297,0.15432292408565418,0.14880366725304073,0.26320847684949056,0.37577809919239546,0.07759970426559448,0.1468299766751671,0.12153667211532593
233,0.014856278896331787,0.005888044834136963,0.010042965412139893,0.02211439609527588,0.14567132600247934,0.13331219802481387,0.15773814949667808,0.21619268178346962,0.0030007362365722656,0.07875741964243307,0.007252395153045654
239,0.20790529251098633,0.16022765636444092,0.2178688645362854,0.3442363739013672,0.33545577108151337,0.30426961222789606,0.4001674948749592,0.4340379628465194,0.24929064512252808,0.2948288526073884,0.16100698709487915
241,0.10966736078262329,0.041180551052093506,0.03461861610412598,0.0070299506187438965,0.39226598518652855,0.19651988263919817,0.32332793335770593,0.25105817680746223,0.038909733295440674,0.15495313220488025,0.006375789642333984
250,0.0137900710105896,0.060456156730651855,0.049828171730041504,0.055982232093811035,0.2817017192703639,0.30541456229055797,0.3268905697099789,0.335745758070336,0.09328019618988037,0.1692321596773568,0.00912255048751831
